Date	Last Price
4/27/17	71.98
4/26/17	72.2
4/25/17	71.42
4/24/17	71.18
4/21/17	70.74
4/20/17	71.51
4/19/17	70.32
4/18/17	70.06
4/17/17	70.71
4/13/17	69.65
4/12/17	70.6
4/11/17	70.73
4/10/17	70.69
4/7/17	70.36
4/6/17	70.96
4/5/17	70.76
4/4/17	71.38
4/3/17	71.49
3/31/17	73.37
3/30/17	73.55
3/29/17	73.69
3/28/17	73.62
3/27/17	72.13
3/24/17	72.46
3/23/17	72.29
3/22/17	72.73
3/21/17	72.75
3/20/17	75.73
3/17/17	76.98
3/16/17	78.45
3/15/17	78.31
3/14/17	77.87
3/13/17	77.74
3/10/17	77.67
3/9/17	77.58
3/8/17	78.14
3/7/17	78.2
3/6/17	78.8
3/3/17	79.54
3/2/17	79.06
3/1/17	78.8
2/28/17	77.68
2/27/17	78.54
2/24/17	77.56
2/23/17	78.21
2/22/17	79.18
2/21/17	79.21
2/17/17	78.24
2/16/17	77.91
2/15/17	78.24
2/14/17	78.47
2/13/17	76.35
2/10/17	75.82
2/9/17	75.33
2/8/17	75.39
2/7/17	75.23
2/6/17	77.64
2/3/17	77.22
2/2/17	75.73
2/1/17	76.29
1/31/17	76.92
1/30/17	76.64
1/27/17	77.74
1/26/17	77.93
1/25/17	80.02
1/24/17	78.09
1/23/17	76.81
1/20/17	77.35
