Date	Last Price
1/20/17 16:14	2271.31
1/20/17 16:13	2271.31
1/20/17 16:12	2271.31
1/20/17 16:11	2271.31
1/20/17 16:10	2271.31
1/20/17 16:09	2271.31
1/20/17 16:08	2271.31
1/20/17 16:07	2271.31
1/20/17 16:06	2271.31
1/20/17 16:05	2271.32
1/20/17 16:04	2271.31
1/20/17 16:03	2271.3
1/20/17 16:02	2271.29
1/20/17 16:01	2271.24
1/20/17 16:00	2271.23
1/20/17 15:59	2271.12
1/20/17 15:58	2270.69
1/20/17 15:57	2270.39
1/20/17 15:56	2270.69
1/20/17 15:55	2270.42
1/20/17 15:54	2269.34
1/20/17 15:53	2269.26
1/20/17 15:52	2269.07
1/20/17 15:51	2269.38
1/20/17 15:50	2270.11
1/20/17 15:49	2269.12
1/20/17 15:48	2268.92
1/20/17 15:47	2268.93
1/20/17 15:46	2269.09
1/20/17 15:45	2268.58
1/20/17 15:44	2268.37
1/20/17 15:43	2268.22
1/20/17 15:42	2268.43
1/20/17 15:41	2268.59
1/20/17 15:40	2268.65
1/20/17 15:39	2268.58
1/20/17 15:38	2268.25
1/20/17 15:37	2268.16
1/20/17 15:36	2267.47
1/20/17 15:35	2267.41
1/20/17 15:34	2267.42
1/20/17 15:33	2267.34
1/20/17 15:32	2266.76
1/20/17 15:31	2266.85
1/20/17 15:30	2266.37
1/20/17 15:29	2266.33
1/20/17 15:28	2266.64
1/20/17 15:27	2267.43
1/20/17 15:26	2267.74
1/20/17 15:25	2267.69
1/20/17 15:24	2267.34
1/20/17 15:23	2267.27
1/20/17 15:22	2267.28
1/20/17 15:21	2267.84
1/20/17 15:20	2268.43
1/20/17 15:19	2269.06
1/20/17 15:18	2268.5
1/20/17 15:17	2268.71
1/20/17 15:16	2269.5
1/20/17 15:15	2269.74
1/20/17 15:14	2269.78
1/20/17 15:13	2269.45
1/20/17 15:12	2270.21
1/20/17 15:11	2270.74
1/20/17 15:10	2270.3
1/20/17 15:09	2269.86
1/20/17 15:08	2269.4
1/20/17 15:07	2268.86
1/20/17 15:06	2268.91
1/20/17 15:05	2268.5
1/20/17 15:04	2268.87
1/20/17 15:03	2268.62
1/20/17 15:02	2268.48
1/20/17 15:01	2268.14
1/20/17 15:00	2268.36
1/20/17 14:59	2267.55
1/20/17 14:58	2267.59
1/20/17 14:57	2267.66
1/20/17 14:56	2267.69
1/20/17 14:55	2267.57
1/20/17 14:54	2267.6
1/20/17 14:53	2267.44
1/20/17 14:52	2267.38
1/20/17 14:51	2267.44
1/20/17 14:50	2267.45
1/20/17 14:49	2266.85
1/20/17 14:48	2267.05
1/20/17 14:47	2266.91
1/20/17 14:46	2266.98
1/20/17 14:45	2267.62
1/20/17 14:44	2267.89
1/20/17 14:43	2267.87
1/20/17 14:42	2267.26
1/20/17 14:41	2266.21
1/20/17 14:40	2265.82
1/20/17 14:39	2266.22
1/20/17 14:38	2266.19
1/20/17 14:37	2265.91
1/20/17 14:36	2265.91
1/20/17 14:35	2266.23
1/20/17 14:34	2267.17
1/20/17 14:33	2267.14
1/20/17 14:32	2267.39
1/20/17 14:31	2267.86
1/20/17 14:30	2267.14
1/20/17 14:29	2266.65
1/20/17 14:28	2266.57
1/20/17 14:27	2265.8
1/20/17 14:26	2265.76
