Date	Last Price
4/27/17	225.81
4/26/17	226.2
4/25/17	226.63
4/24/17	223.22
4/21/17	216.86
4/20/17	218.06
4/19/17	214.09
4/18/17	215.59
4/17/17	226.26
4/13/17	223.32
4/12/17	225.75
4/11/17	227.74
4/10/17	228.89
4/7/17	227.88
4/6/17	228.64
4/5/17	227.66
4/4/17	229.26
4/3/17	228.96
3/31/17	229.72
3/30/17	231.22
3/29/17	228.45
3/28/17	229.33
3/27/17	225.48
3/24/17	228.41
3/23/17	231.9
3/22/17	231.07
3/21/17	233
3/20/17	242.14
3/17/17	243.94
3/16/17	248.22
3/15/17	246.78
3/14/17	247.72
3/13/17	248.16
3/10/17	248.38
3/9/17	250.18
3/8/17	250.24
3/7/17	250.9
3/6/17	252.01
3/3/17	252.89
3/2/17	251.06
3/1/17	252.71
2/28/17	248.06
2/27/17	249.33
2/24/17	247.35
2/23/17	251.19
2/22/17	251.73
2/21/17	251.76
2/17/17	250.38
2/16/17	249.44
2/15/17	250.54
2/14/17	249.46
2/13/17	246.27
2/10/17	242.72
2/9/17	241.55
2/8/17	237.73
2/7/17	239.62
2/6/17	239.98
2/3/17	240.95
2/2/17	230.41
2/1/17	230.67
1/31/17	229.32
1/30/17	233.9
1/27/17	236.95
1/26/17	239.58
1/25/17	237.25
1/24/17	233.68
1/23/17	232.67
1/20/17	232.2
1/19/17	231.41
1/18/17	234.29
1/17/17	235.74
1/13/17	244.3
1/12/17	243.84
1/11/17	245.76
1/10/17	242.57
1/9/17	242.89
1/6/17	244.9
1/5/17	241.32
1/4/17	243.13
1/3/17	241.57
12/30/16	239.45
12/29/16	238.18
12/28/16	240.65
12/27/16	241.56
12/23/16	240.97
12/22/16	240.12
12/21/16	241.44
12/20/16	243.09
12/19/16	239.07
12/16/16	238.9
12/15/16	243
12/14/16	239.93
12/13/16	238.55
12/12/16	237.17
12/9/16	241.85
12/8/16	241.45
12/7/16	235.56
12/6/16	231.38
12/5/16	228.55
12/2/16	223.36
12/1/16	226.63
11/30/16	219.29
11/29/16	211.75
11/28/16	210.35
11/25/16	211.38
11/23/16	212.31
11/22/16	211.11
11/21/16	211.08
11/18/16	210.35
11/17/16	209.63
11/16/16	206.26
11/15/16	211.19
11/14/16	209.18
11/11/16	203.94
11/10/16	200.87
11/9/16	192.63
11/8/16	181.92
