Date	Last Price
4/27/17 8:00	18.9557
4/27/17 7:57	18.9746
4/27/17 7:54	18.9649
4/27/17 7:51	18.965
4/27/17 7:48	18.9579
4/27/17 7:45	18.9398
4/27/17 7:42	18.937
4/27/17 7:39	18.915
4/27/17 7:36	18.9571
4/27/17 7:33	18.9523
4/27/17 7:30	18.9783
4/27/17 7:27	18.9764
4/27/17 7:24	18.9809
4/27/17 7:21	18.9865
4/27/17 7:18	18.9651
4/27/17 7:15	18.9579
4/27/17 7:12	18.9829
4/27/17 7:09	19.0073
4/27/17 7:06	19.0094
4/27/17 7:03	18.9967
4/27/17 7:00	18.9848
4/27/17 6:57	18.9683
4/27/17 6:54	18.9676
4/27/17 6:51	18.9726
4/27/17 6:48	18.9833
4/27/17 6:45	18.9732
4/27/17 6:42	18.9779
4/27/17 6:39	18.9859
4/27/17 6:36	18.9864
4/27/17 6:33	18.9926
4/27/17 6:30	18.9868
4/27/17 6:27	18.9911
4/27/17 6:24	18.9926
4/27/17 6:21	18.9884
4/27/17 6:18	18.9827
4/27/17 6:15	18.9852
4/27/17 6:12	18.9859
4/27/17 6:09	18.9864
4/27/17 6:06	18.9786
4/27/17 6:03	18.9775
4/27/17 6:00	18.9908
4/27/17 5:57	18.9908
4/27/17 5:54	18.9918
4/27/17 5:51	18.9911
4/27/17 5:48	18.9981
4/27/17 5:45	18.9981
4/27/17 5:42	19.0038
4/27/17 5:39	19.0027
4/27/17 5:36	19.0065
4/27/17 5:33	19.0067
4/27/17 5:30	19.0077
4/27/17 5:27	19.0276
4/27/17 5:24	19.0366
4/27/17 5:21	19.0356
4/27/17 5:18	19.0312
4/27/17 5:15	19.0289
4/27/17 5:12	19.0365
4/27/17 5:09	19.0391
4/27/17 5:06	19.048
4/27/17 5:03	19.0458
4/27/17 5:00	19.0378
4/27/17 4:57	19.0413
4/27/17 4:54	19.0484
4/27/17 4:51	19.0529
4/27/17 4:48	19.0533
4/27/17 4:45	19.0547
4/27/17 4:42	19.0541
4/27/17 4:39	19.0457
4/27/17 4:36	19.0279
4/27/17 4:33	19.0078
4/27/17 4:30	19.0082
4/27/17 4:27	19.0163
4/27/17 4:24	19.0088
4/27/17 4:21	19.0056
4/27/17 4:18	19.0222
4/27/17 4:15	19.0216
4/27/17 4:12	19.0182
4/27/17 4:09	19.0176
4/27/17 4:06	19.0168
4/27/17 4:03	19.0267
4/27/17 4:00	19.0261
4/27/17 3:57	19.031
4/27/17 3:54	19.0275
4/27/17 3:51	19.038
4/27/17 3:48	19.0215
4/27/17 3:45	19.0233
4/27/17 3:42	19.0144
4/27/17 3:39	19.0152
4/27/17 3:36	18.9982
4/27/17 3:33	18.9941
4/27/17 3:30	18.9943
4/27/17 3:27	18.9881
4/27/17 3:24	18.9984
4/27/17 3:21	18.9978
4/27/17 3:18	18.999
4/27/17 3:15	19.0044
4/27/17 3:12	18.999
4/27/17 3:09	18.9986
4/27/17 3:06	18.9983
4/27/17 3:03	19.0188
4/27/17 3:00	19.0038
4/27/17 2:57	18.9943
4/27/17 2:54	19.011
4/27/17 2:51	18.9901
4/27/17 2:48	18.9827
4/27/17 2:45	18.9865
4/27/17 2:42	18.9877
4/27/17 2:39	18.9873
4/27/17 2:36	18.9862
4/27/17 2:33	18.9865
4/27/17 2:30	18.9882
4/27/17 2:27	18.988
4/27/17 2:24	18.9855
4/27/17 2:21	18.9854
4/27/17 2:18	18.9761
4/27/17 2:15	18.9706
4/27/17 2:12	18.9711
4/27/17 2:09	18.9579
4/27/17 2:06	18.9642
4/27/17 2:03	18.9723
4/27/17 2:00	18.9741
4/27/17 1:57	18.9732
4/27/17 1:54	18.9754
4/27/17 1:51	18.9755
4/27/17 1:48	18.9713
4/27/17 1:45	18.9693
4/27/17 1:42	18.9736
4/27/17 1:39	18.9719
4/27/17 1:36	18.9719
4/27/17 1:33	18.9688
4/27/17 1:30	18.9623
4/27/17 1:27	18.9626
4/27/17 1:24	18.9652
4/27/17 1:21	18.9652
4/27/17 1:18	18.9645
4/27/17 1:15	18.9673
4/27/17 1:12	18.9599
4/27/17 1:09	18.9621
4/27/17 1:06	18.9597
4/27/17 1:03	18.969
4/27/17 1:00	18.9625
4/27/17 0:57	18.9608
4/27/17 0:54	18.9727
4/27/17 0:51	18.9771
4/27/17 0:48	18.9859
4/27/17 0:45	18.9904
4/27/17 0:42	18.9925
4/27/17 0:39	18.9898
4/27/17 0:36	18.9911
4/27/17 0:33	18.992
4/27/17 0:30	18.9796
4/27/17 0:27	18.9616
4/27/17 0:24	18.9715
4/27/17 0:21	18.9767
4/27/17 0:18	18.9846
4/27/17 0:15	18.9862
4/27/17 0:12	18.9831
4/27/17 0:09	18.9728
4/27/17 0:06	18.9742
4/27/17 0:03	18.9912
4/27/17 0:00	18.9793
4/26/17 23:57	18.9861
4/26/17 23:54	18.983
4/26/17 23:51	18.983
4/26/17 23:48	18.9725
4/26/17 23:45	18.9613
4/26/17 23:42	18.9608
4/26/17 23:39	18.9609
4/26/17 23:36	18.9607
4/26/17 23:33	18.9607
4/26/17 23:30	18.9586
4/26/17 23:27	18.9752
4/26/17 23:24	18.9703
4/26/17 23:21	18.9818
4/26/17 23:18	18.9902
4/26/17 23:15	18.9863
4/26/17 23:12	19.0022
4/26/17 23:09	18.9971
4/26/17 23:06	18.9891
4/26/17 23:03	18.9964
4/26/17 23:00	19.0059
4/26/17 22:57	19.0218
4/26/17 22:54	19.0166
4/26/17 22:51	18.9988
4/26/17 22:48	19.0255
4/26/17 22:45	19.0375
4/26/17 22:42	19.0249
4/26/17 22:39	19.0561
4/26/17 22:36	19.098
4/26/17 22:33	19.1094
4/26/17 22:30	19.2176
4/26/17 22:27	19.2144
4/26/17 22:24	19.2184
4/26/17 22:21	19.216
4/26/17 22:18	19.2167
4/26/17 22:15	19.2151
4/26/17 22:12	19.2254
4/26/17 22:09	19.2266
4/26/17 22:06	19.2288
4/26/17 22:03	19.223
4/26/17 22:00	19.2155
4/26/17 21:57	19.2161
4/26/17 21:54	19.2156
4/26/17 21:51	19.2212
4/26/17 21:48	19.2106
4/26/17 21:45	19.2082
4/26/17 21:42	19.2166
4/26/17 21:39	19.2028
4/26/17 21:36	19.1945
4/26/17 21:33	19.1853
4/26/17 21:30	19.1853
4/26/17 21:27	19.1832
4/26/17 21:24	19.1803
4/26/17 21:21	19.1767
4/26/17 21:18	19.1763
4/26/17 21:15	19.176
4/26/17 21:12	19.181
4/26/17 21:09	19.181
4/26/17 21:06	19.1832
4/26/17 21:03	19.1836
4/26/17 21:00	19.1801
4/26/17 20:57	19.1787
4/26/17 20:54	19.1653
4/26/17 20:51	19.1721
4/26/17 20:48	19.1742
4/26/17 20:45	19.1739
4/26/17 20:42	19.1743
4/26/17 20:39	19.1735
4/26/17 20:36	19.1748
4/26/17 20:33	19.1744
4/26/17 20:30	19.1745
4/26/17 20:27	19.1737
4/26/17 20:24	19.1733
4/26/17 20:21	19.1754
4/26/17 20:18	19.1741
4/26/17 20:15	19.1767
4/26/17 20:12	19.1768
4/26/17 20:09	19.1741
4/26/17 20:06	19.1737
4/26/17 20:03	19.1752
4/26/17 20:00	19.1802
4/26/17 19:57	19.1714
4/26/17 19:54	19.1642
4/26/17 19:51	19.1649
4/26/17 19:48	19.1666
4/26/17 19:45	19.1637
4/26/17 19:42	19.1656
4/26/17 19:39	19.1676
4/26/17 19:36	19.1671
4/26/17 19:33	19.1711
4/26/17 19:30	19.1798
4/26/17 19:27	19.1804
4/26/17 19:24	19.1766
4/26/17 19:21	19.1778
4/26/17 19:18	19.1806
4/26/17 19:15	19.181
4/26/17 19:12	19.1808
4/26/17 19:09	19.1817
4/26/17 19:06	19.2182
4/26/17 19:03	19.2234
4/26/17 19:00	19.2229
4/26/17 18:57	19.2267
4/26/17 18:54	19.2266
4/26/17 18:51	19.2257
4/26/17 18:48	19.2274
4/26/17 18:45	19.2031
4/26/17 18:42	19.2054
4/26/17 18:39	19.2194
4/26/17 18:36	19.2227
4/26/17 18:33	19.203
4/26/17 18:30	19.2023
4/26/17 18:27	19.2024
4/26/17 18:24	19.202
4/26/17 18:21	19.1942
4/26/17 18:18	19.1945
4/26/17 18:15	19.1949
4/26/17 18:12	19.1945
4/26/17 18:09	19.1942
4/26/17 18:06	19.1923
4/26/17 18:03	19.1924
4/26/17 18:00	19.1898
4/26/17 17:57	19.1826
4/26/17 17:54	19.1801
4/26/17 17:51	19.1807
4/26/17 17:48	19.1801
4/26/17 17:45	19.1788
4/26/17 17:42	19.1817
4/26/17 17:39	19.1823
4/26/17 17:36	19.1687
4/26/17 17:33	19.1671
4/26/17 17:30	19.1672
4/26/17 17:27	19.1765
4/26/17 17:24	19.1802
4/26/17 17:21	19.1785
4/26/17 17:18	19.2022
4/26/17 17:15	19.1989
4/26/17 17:12	19.1952
4/26/17 17:09	19.1688
4/26/17 17:06	19.1642
4/26/17 17:03	19.1665
4/26/17 17:00	19.163
4/26/17 16:57	19.191
4/26/17 16:54	19.1795
4/26/17 16:51	19.186
4/26/17 16:48	19.1952
4/26/17 16:45	19.1683
4/26/17 16:42	19.1698
4/26/17 16:39	19.1672
4/26/17 16:36	19.1681
4/26/17 16:33	19.1749
4/26/17 16:30	19.1733
4/26/17 16:27	19.172
4/26/17 16:24	19.1682
4/26/17 16:21	19.1702
4/26/17 16:18	19.1825
4/26/17 16:15	19.2086
4/26/17 16:12	19.2108
4/26/17 16:09	19.2135
4/26/17 16:06	19.2137
4/26/17 16:03	19.2029
4/26/17 16:00	19.1978
4/26/17 15:57	19.1846
4/26/17 15:54	19.1799
4/26/17 15:51	19.1798
4/26/17 15:48	19.1794
4/26/17 15:45	19.195
4/26/17 15:42	19.1909
4/26/17 15:39	19.1965
4/26/17 15:36	19.196
4/26/17 15:33	19.2011
4/26/17 15:30	19.2016
4/26/17 15:27	19.2068
4/26/17 15:24	19.2065
4/26/17 15:21	19.1975
4/26/17 15:18	19.1905
4/26/17 15:15	19.1824
4/26/17 15:12	19.2006
4/26/17 15:09	19.2185
4/26/17 15:06	19.2146
4/26/17 15:03	19.2149
4/26/17 15:00	19.2153
4/26/17 14:57	19.2129
4/26/17 14:54	19.2155
4/26/17 14:51	19.2163
4/26/17 14:48	19.2183
4/26/17 14:45	19.2155
4/26/17 14:42	19.1976
4/26/17 14:39	19.1894
4/26/17 14:36	19.1944
4/26/17 14:33	19.1933
4/26/17 14:30	19.1965
4/26/17 14:27	19.205
4/26/17 14:24	19.1934
4/26/17 14:21	19.1767
4/26/17 14:18	19.1917
4/26/17 14:15	19.1862
4/26/17 14:12	19.1819
4/26/17 14:09	19.1989
4/26/17 14:06	19.1479
4/26/17 14:03	19.1411
4/26/17 14:00	19.1582
4/26/17 13:57	19.1666
4/26/17 13:54	19.1705
4/26/17 13:51	19.2033
4/26/17 13:48	19.2183
4/26/17 13:45	19.2405
4/26/17 13:42	19.2503
4/26/17 13:39	19.2292
4/26/17 13:36	19.2268
4/26/17 13:33	19.2084
4/26/17 13:30	19.2226
4/26/17 13:27	19.2296
4/26/17 13:24	19.2342
4/26/17 13:21	19.2264
4/26/17 13:18	19.2263
4/26/17 13:15	19.2233
4/26/17 13:12	19.2335
4/26/17 13:09	19.2441
4/26/17 13:06	19.2356
4/26/17 13:03	19.2436
4/26/17 13:00	19.2343
4/26/17 12:57	19.2391
4/26/17 12:54	19.2381
4/26/17 12:51	19.2694
4/26/17 12:48	19.2883
4/26/17 12:45	19.2704
4/26/17 12:42	19.2584
4/26/17 12:39	19.262
4/26/17 12:36	19.2583
4/26/17 12:33	19.2473
4/26/17 12:30	19.2316
4/26/17 12:27	19.1656
4/26/17 12:24	19.178
4/26/17 12:21	19.1838
4/26/17 12:18	19.1739
4/26/17 12:15	19.1868
4/26/17 12:12	19.1799
4/26/17 12:09	19.1925
4/26/17 12:06	19.1617
4/26/17 12:03	19.1535
4/26/17 12:00	19.1465
4/26/17 11:57	19.1459
4/26/17 11:54	19.1167
4/26/17 11:51	19.1096
4/26/17 11:48	19.1661
4/26/17 11:45	19.1421
4/26/17 11:42	19.1701
4/26/17 11:39	19.0437
4/26/17 11:36	19.0293
4/26/17 11:33	19.0085
4/26/17 11:30	19.0102
4/26/17 11:27	19.0266
4/26/17 11:24	19.0212
4/26/17 11:21	19.0142
4/26/17 11:18	18.9978
4/26/17 11:15	19.0023
4/26/17 11:12	19.0098
4/26/17 11:09	19.0134
4/26/17 11:06	19.0164
4/26/17 11:03	19.0051
4/26/17 11:00	19.0182
4/26/17 10:57	19.0207
4/26/17 10:54	19.0358
4/26/17 10:51	19.0328
4/26/17 10:48	19.0259
4/26/17 10:45	19.0363
4/26/17 10:42	19.046
4/26/17 10:39	19.0504
4/26/17 10:36	19.0532
4/26/17 10:33	19.0479
4/26/17 10:30	19.063
4/26/17 10:27	19.0451
4/26/17 10:24	19.0415
4/26/17 10:21	19.0362
4/26/17 10:18	19.0256
4/26/17 10:15	19.0215
4/26/17 10:12	19.0078
4/26/17 10:09	19.0028
4/26/17 10:06	19.0135
4/26/17 10:03	19.022
4/26/17 10:00	19.0256
4/26/17 9:57	19.0173
4/26/17 9:54	19.0019
4/26/17 9:51	18.9997
4/26/17 9:48	19.0082
4/26/17 9:45	18.986
4/26/17 9:42	18.9921
4/26/17 9:39	18.9957
4/26/17 9:36	19.0027
4/26/17 9:33	19.0205
4/26/17 9:30	19.0279
4/26/17 9:27	19.0236
4/26/17 9:24	19.0247
4/26/17 9:21	19.0262
4/26/17 9:18	19.0014
4/26/17 9:15	18.9925
4/26/17 9:12	18.9894
4/26/17 9:09	18.9907
4/26/17 9:06	18.9895
4/26/17 9:03	18.9854
4/26/17 9:00	18.9713
4/26/17 8:57	18.9842
4/26/17 8:54	18.9791
4/26/17 8:51	18.9716
4/26/17 8:48	18.9727
4/26/17 8:45	18.9701
4/26/17 8:42	18.9731
4/26/17 8:39	18.9742
4/26/17 8:36	18.9738
4/26/17 8:33	18.9777
4/26/17 8:30	18.9862
4/26/17 8:27	18.9803
4/26/17 8:24	18.9926
4/26/17 8:21	18.9748
4/26/17 8:18	18.9663
4/26/17 8:15	18.9533
4/26/17 8:12	18.9348
4/26/17 8:09	18.9327
4/26/17 8:06	18.9226
4/26/17 8:03	18.9211
4/26/17 8:00	18.9245
